Run Subrun Event
17199 112 5612 
17093 57 2884 
17361 196 9841 
17237 183 9168 
17313 174 8737 
17612 5 257 
17612 32 1630 
17557 132 6609 
17482 98 4920 
17489 234 11709 
17338 69 3499 
17383 13 670 
17383 13 692 
17675 77 3890 
17170 22 1131 
17618 23 1191 
17269 172 8644 
14965 278 13905 
17249 184 9221 
17365 135 6754 
17413 192 9609 
17316 61 3059 
14635 27 1368 
17199 9 499 
17139 35 1787 
17373 28 1442 
17611 12 613 
15021 7 393 
17669 0 1 
17134 55 2779 
14669 4 221 
14669 44 2203 
17169 223 11179 
17271 131 6552 
17596 49 2476 
17160 8 445 
17865 181 9091 
17498 21 1100 
15099 55 2758 
14664 267 13387 
17482 131 6587 
17566 71 3576 
17494 97 4855 
17666 242 12107 
17493 144 7211 
17351 2 139 
17358 10 510 
17242 44 2248 
17132 441 22052 
17150 7 384 
17328 21 1059 
17847 243 12151 
17440 127 6393 
17444 89 4488 
17383 300 15024 
17869 49 2493 
17637 64 3216 
14542 82 4108 
17371 92 4622 
17371 373 18656 
17406 24 1241 
17365 54 2746 
17831 20 1038 
17647 15 795 
17647 18 943 
17647 41 2057 
17653 76 3847 
14805 207 10359 
17267 125 6299 
17203 42 2128 
17557 91 4588 
17360 92 4637 
15014 226 11323 
14708 9 468 
17667 17 876 
17840 414 20720 
17162 128 6450 
17440 170 8525 
14831 22 1134 
17243 32 1612 
17137 120 6008 
17400 20 1014 
17655 138 6917 
17675 86 4315 
14784 60 3016 
17662 111 5585 
17251 29 1498 
17215 35 1789 
17663 44 2235 
17318 36 1804 
17185 6 322 
17577 65 3296 
17360 72 3607 
17360 102 5118 
17358 58 2901 
17075 149 7498 
17075 156 7835 
17271 122 6134 
17235 3 158 
17489 73 3673 
17198 8 433 
17112 49 2497 
17270 39 1977 
17666 225 11282 
15098 53 2697 
17514 12 623 
17122 148 7402 
17240 211 10551 
14780 8 417 
17511 12 611 
17158 31 1592 
17158 68 3417 
17372 107 5352 
17100 45 2252 
17162 80 4008 
14641 46 2312 
14590 100 5004 
17140 60 3001 
17655 202 10125 
17352 88 4425 
17265 212 10602 
14914 6 318 
15116 127 6379 
17235 5 288 
17186 21 1080 
17352 247 12375 
17308 27 1382 
14790 0 46 
17637 99 4969 
17559 75 3787 
17560 55 2768 
17093 114 5705 
17407 138 6926 
17110 88 4450 
17070 15 779 
17249 358 17918 
14824 298 14926 
17494 2 138 
14590 1 84 
17493 227 11392 
17726 93 4689 
17312 162 8130 
17361 253 12683 
17522 37 1866 
17239 74 3712 
17239 250 12543 
15161 69 3494 
17174 54 2724 
17594 79 3978 
14760 78 3931 
17597 77 3900 
17205 158 7946 
17131 63 3154 
17065 174 8706 
17075 60 3007 
17251 192 9628 
17114 37 1880 
17098 39 1991 
17460 41 2068 
17566 171 8598 
14936 37 1877 
17492 69 3465 
17169 162 8143 
17478 51 2584 
17183 1 84 
17401 109 5457 
17552 30 1526 
17169 74 3724 
17561 77 3869 
17110 30 1545 
17078 23 1176 
17453 45 2289 
17308 124 6228 
17492 60 3030 
17459 75 3781 
17459 174 8730 
14603 195 9772 
14603 202 10115 
17129 46 2346 
14916 76 3844 
17237 365 18290 
17520 6 315 
17077 17 875 
17600 77 3871 
14881 31 1597 
14881 45 2254 
14881 45 2259 
17181 46 2324 
17181 77 3862 
17846 136 6840 
17398 4 218 
17678 29 1473 
17169 44 2236 
17132 163 8180 
17132 520 26047 
17077 181 9084 
17108 1 96 
17383 529 26492 
17335 77 3864 
17251 140 7038 
17251 193 9655 
17500 29 1499 
17567 35 1772 
17552 196 9809 
17372 94 4714 
14881 24 1215 
17369 21 1075 
17165 74 3704 
17335 59 2983 
17851 251 12584 
17851 251 12593 
17073 61 3078 
17355 18 918 
17308 115 5799 
17597 26 1341 
17328 85 4262 
17667 64 3250 
17249 166 8328 
17193 43 2199 
17245 26 1305 
17186 53 2659 
17865 135 6776 
17568 10 507 
17865 254 12718 
17398 10 544 
17398 209 10490 
15122 160 8038 
17614 248 12430 
17517 102 5129 
14716 111 5599 
17398 241 12080 
17093 36 1842 
17089 87 4370 
17514 2 119 
17206 274 13729 
17358 53 2661 
17646 98 4910 
17865 169 8472 
17753 7 360 
17753 7 380 
17753 31 1596 
17339 134 6730 
15014 154 7715 
17618 51 2590 
17621 161 8090 
17185 55 2761 
17865 261 13066 
17239 136 6841 
17495 75 3759 
17352 272 13641 
14562 27 1366 
14736 197 9866 
17414 116 5825 
14697 8 422 
17722 157 7895 
17415 178 8950 
17159 29 1499 
17099 17 879 
17383 477 23860 
17413 340 17004 
17413 340 17025 
17415 34 1736 
17572 21 1081 
17847 262 13140 
17855 96 4823 
17070 70 3526 
17155 129 6462 
17415 136 6827 
17847 338 16914 
17847 338 16923 
14870 273 13677 
14979 101 5095 
16243 68 3412 
15283 2 123 
15283 14 705 
17177 75 3780 
14774 16 832 
14774 62 3116 
14917 43 2172 
14917 51 2554 
16446 346 17339 
15267 176 8844 
17835 18 918 
14584 168 8421 
14919 21 1062 
14559 206 10318 
14625 16 839 
16352 151 7577 
14131 6 306 
14131 14 727 
18062 255 12782 
15976 100 5044 
15291 273 13671 
18646 131 6587 
14779 0 46 
14806 193 9698 
15017 8 429 
14880 158 7942 
14712 62 3105 
14712 177 8883 
14923 41 2095 
14948 210 10520 
14266 0 23 
14806 233 11654 
15225 38 1930 
15225 50 2527 
15118 100 5016 
14392 202 10116 
14392 202 10121 
16285 54 2750 
17776 9 497 
17776 11 597 
17875 6 335 
17875 90 4526 
15013 233 11680 
14342 271 13588 
15035 26 1338 
17101 46 2306 
14667 43 2167 
14667 64 3207 
15335 62 3146 
17975 68 3407 
18646 200 10035 
15140 96 4805 
14458 28 1441 
15097 210 10526 
14564 78 3911 
14248 2 146 
15163 9 490 
17960 180 9030 
17960 180 9045 
14223 43 2168 
14716 62 3102 
14716 97 4858 
17823 72 3634 
14799 2 128 
14428 25 1256 
15398 81 4097 
14558 258 12904 
14643 220 11027 
18021 452 22641 
15970 519 25952 
14556 148 7407 
14802 283 14189 
15318 29 1493 
14793 156 7803 
14801 41 2066 
14269 194 9727 
14726 84 4250 
14391 23 1197 
18024 545 27257 
14965 207 10372 
14645 2 140 
15402 52 2634 
14427 146 7327 
14343 201 10095 
15234 86 4337 
14812 215 10755 
18631 337 16858 
14327 70 3522 
16499 516 25821 
16290 28 1417 
16290 92 4641 
14559 110 5534 
14899 315 15781 
14760 130 6501 
14644 216 10802 
14647 72 3634 
14748 55 2772 
14884 65 3291 
14884 167 8389 
15115 32 1608 
17978 46 2337 
14577 3 155 
15160 342 17108 
15160 342 17139 
14900 72 3617 
17985 367 18380 
14911 87 4389 
15427 132 6636 
14516 125 6275 
14611 71 3558 
18631 68 3444 
14558 186 9310 
15249 149 7455 
15270 69 3469 
14410 278 13936 
15961 2 108 
18028 17 885 
15988 85 4298 
14539 251 12554 
14548 112 5611 
15287 55 2767 
14597 50 2502 
14736 199 9965 
14736 199 9969 
14736 225 11254 
14562 24 1232 
14912 49 2458 
14912 166 8306 
14920 4 248 
15001 0 35 
17840 128 6433 
14801 262 13105 
14812 51 2594 
18048 105 5254 
15426 72 3633 
14548 176 8847 
14548 197 9896 
15013 35 1752 
15949 208 10426 
16459 37 1871 
16459 93 4694 
14297 70 3539 
14770 51 2600 
14770 99 4953 
14770 204 10242 
14939 41 2051 
15274 16 843 
15274 21 1094 
14577 60 3017 
14806 36 1826 
14911 89 4464 
17875 119 5993 
17875 163 8155 
14425 163 8199 
14643 188 9426 
15125 166 8345 
15125 166 8346 
14427 88 4417 
14427 201 10076 
15160 98 4930 
16693 133 6665 
14603 4 230 
14603 24 1246 
14310 37 1891 
14277 27 1394 
15428 41 2087 
14286 4 229 
18011 77 3880 
17992 32 1626 
17992 70 3515 
14403 10 534 
15122 100 5025 
14870 312 15617 
18021 84 4242 
18021 157 7873 
14553 158 7934 
14576 99 4992 
